// KA1,KA2,KB1,KB2,KB3,KB4,KB5,L3-N2,L3-N3,L3-O2,L3-O3,L3-P1,LA1-M5,LA2-M4,LB15-N4,LB2-N5,LB5-O4_O5,LB6-N1,LB7-O1,Ll-M1,Ls-M3,Lt-M2,Lu-N4_N7,L2-M2,L2-M5,L2-N2,L2-N3,L2-N5,L2-O2,L2-O3,L2-P2,LB1-M4,LB17-M3,LG1-N4,LG5-N1,LG6-O4,LG8-O1,Ln,Lv-N6,L1-M1,L1-N1,L1-N4,L1-O1,L1-O4,LB10-M4,LB3-M3,LB4-M2,LB9-M5,LG2-N2,LG11-N5,LG3-N3,LG4-O3,LG4`-O2,M1-N2,M1-N3,M2-M4,M2-N1,M2-N4,M2-O4,M3-M4,M3-M5,M3-N1,M3-N4,M3-O1,M3-O4,M3-O5,MG-N5,M4-N3,M4-O2,MB-N6,MZ2-N2,M5-O3,MA1-N7,MA2-N6,MZ1-N3,N4-N6,N5-N6
50730,49771,57517,59090,57304,59287,57935,0,0,0,0,0,7179,7131.9,8459.9,8466.9,8639.2,8177,8588.9,6341.1,0,0,8640.9,0,0,0,9282.1,0,0,0,0,8100.2,7756.1,9423.9,9143.1,9605.6,9562.7,7308,9587.8,0,0,0,0,10110,8603.8,8229.2,8024.1,0,9730,9936,9777.6,10083,0,0,0,0,1615.7,1893.1,0,0,0,1411.3,1692.8,0,0,0,1704.5,0,1481.2,1503,1135.5,1439.3,1465.5,1465.5,1135.9,181.48,170.2
52362,51341,59370,60980,59140,61217,59779,0,0,8921.4,0,0,7413.8,7365.8,8747.5,8757,8938.1,8456.3,8886.9,6543.9,0,6771.9,8936.1,7805.4,0,0,9631.1,0,9956.6,0,0,8399.8,8036.1,9777.7,9488.7,9975.1,9923.2,7579.2,9948.6,0,0,0,10432,10484,8910.5,8535.1,8311.9,0,10089.7,10300,10141,10458,0,0,0,0,1682.8,1973.7,0,0,0,1463.8,1754.9,0,0,0,1765.1,0,1544.6,1567.6,1182.7,1500.2,1523.4,1520.4,1183.1,190.45,178.9
54078,52967,61283,62970,61050,63181,61744,0,0,9217.2,0,0,7654.1,7603.9,9040,9046.4,9237.8,8737.6,9185.8,6752,0,6981.3,9235.7,8085.9,0,0,9989.6,0,10320,0,0,8707.8,8329.8,10142,9841.2,10341,10290,7855.8,10316,0,0,10667,10811,10866,9231.6,8845,8605,0,10460,10671,10509,10840,0,0,0,0,1752.1,2056,0,0,0,1517.1,1818.3,0,0,0,1831.9,0,1610.2,1631.1,1231.1,1563.6,1581.4,1581.4,1231.5,196.79,187.2
55810,54627,63234,64980,62980,65179,63710,9124.7,9180.9,9522.9,0,0,7897.9,7842.9,9337.5,9345.1,9553.2,9022.7,9493.9,6958.2,7453.6,7317,9542.1,8373.7,0,0,10356,10527,10701,10710,0,9020.7,8630.2,10514,10199,10730,10674,8137.8,10702,8668.2,10728,11045,11203,11263,9550.8,9162.1,8904.1,0,10833.5,11049,10889,11235,11233,0,0,0,1823.7,2140.1,0,0,0,1572,1883.6,0,0,0,1894.6,0,1678.2,1697.7,1280,1629.6,1644.5,1644.3,1280,204.25,195.2
57549,56293,65223,66990,64949,67209,65675,9416.4,9474.8,9837.9,0,0,8144.9,8085.9,9640.1,9649.1,9872.7,9315.3,9807.8,7171.9,7688.4,7542.3,9854.5,8667,9399.6,10688,10730,10906,11091,11101,0,9342.2,8940.7,10893,10569,11129,11063,8427.1,11110,8975.8,11118,11440,11612,11676,9889,9485.9,9211.1,0,11217,11446,11276,11639,11638,0,2295.9,0,1897.7,2225.9,0,0,0,1628.7,1951.5,2126.6,2186.6,2186,1964.2,1393,1748.7,1765.4,1328.8,1698.4,1709.7,1708,1330.8,213.02,202.91
59315,57981,67244,69085,66951,69278,67687,9712.8,9784.2,10154,0,0,8395.8,8333.7,9947.8,9958.3,10199,9611.7,10127,7386,7926.3,7770.6,10172,8969.1,9741.1,11052,11118,11295,11495,11492,0,9670.9,9259.9,11284,10946,11537,11466,8723,11508,9276.5,11508,11847,12017,12095,10227,9817.2,9523.8,0,11608,11848,11672,12057,12053,0,2397.1,0,1974.2,2314.4,0,0,0,1684.5,2021.2,2202.9,2275.2,2275.3,2035.1,1446.2,1821.6,1834.9,1378.6,1769.9,1775.5,1773.2,1383.4,222.19,210.57
61132,59716,69317,71192,68994,71418,69770,10015,10094,10483,0,0,8651.2,8584.8,10262,10273,10530,9910.5,10451,7602,8168.4,8001.3,10492,9275.8,10076,11438,11513,11694,11913,11926,0,10008,9589.4,11683,11332,11953,11874,9025.9,11915,9567.4,11900,12253,12443,12525,10578,10158,9845.2,0,12009.8,12258,12080,12485,12482,0,2495.8,0,2053.3,2408.2,0,0,0,1741.3,2090.4,2282.4,2364.4,2364.7,2106.7,1504.8,1896.1,1906.2,1431,1843.1,1842.6,1839.3,1436.8,230.95,218.56
63000,61497,71397,73344,71077,73623,71873,10324,10407,10826,0,0,8909.9,8840,10582,10595,10869,10217,10785,7821.2,8414,8236.8,10823,9585.7,10420,11825,11916,12104,12342,12341,0,10354,9932.8,12093,11728,12383,12298,9335.1,12334,9861.8,12293,12688,12872,12968,10938,10509,10174,0,12422.4,12690,12498,12915,12912,0,2588.3,0,2133.9,2502.1,0,0,0,1799.4,2166,2365.5,2454.6,2455.1,2182,1563.4,1972.1,1978.3,1483.2,1917.6,1910.3,1906.7,1491.9,238.88,226.65
64917,63290,73562,75584,73203,75816,74046,10641,10726,11174,0,0,9174.3,9098.2,10903,10918,11209,10525,11119,8043.1,8655.5,8471.5,11153,9912.7,10793,12214,12329,12525,12778,12783,0,10706,10271,12509,12132,12818,12726,9649,12758,10177,12692,13108,13272,13414,11302,10866,10509,0,12841.8,13116,12921,13360,13356,0,2677.2,0,2215.7,2593.7,0,0,0,1859,2237.9,2452.3,2546.3,2547.5,2254.2,1621.7,2049.9,2053.3,1537.3,1993.5,1979.9,1975.8,1545.7,246.97,234.81
66846,65122,75769,77818,75368,78064,76236,10958,11046,11522,0,0,9441.1,9359.9,11232,11247,11559,10842,11460,8267.1,8909.3,8716.3,11489,10251,11159,12619,12751,12957,13220,13227,0,11069,10625,12940,12550,13268,13173,9972.7,13196,10530,13111,13544,13789,13863,11676,11233,10852,11723,13270.4,13554,13358,13820,13814,0,2779.8,0,2299.1,2694.6,0,0,0,1920.7,2314.4,2542.7,2641.2,2642.7,2330.9,1682,2129.8,2127.3,1591.5,2070.8,2050.3,2046.6,1602.2,257.75,243.58
68816,66990,77965,80137,77574,80397,78510,11275,11371,11865,0,11935,9711.8,9625.9,11567,11582,11914,11160,11809,8493,9174.7,8960.7,11834,10589,11525,13048,13184,13400,13663,13679,0,11441,10990,13379,12971,13728,13624,10307,13645,10921,13579,13998,14239,14349,12062,11608,11203,12111,13709.5,14009,13806,14288,14281,0,2883.3,0,2384.7,2797.4,0,0,0,1980.8,2390.7,2636.2,2741.7,2741,2409.7,1746,2212.3,2204.5,1648,2149.8,2121.8,2117.9,1660.6,264.91,250.97
70806,68878,80247,82489,80039,82764,80769,11599,11713,12208,0,12295,9987.2,9896.3,11904,11920,12275,11480,12160,8720,9443.3,9208.9,12182,10923,11909,13496,13638,13853,14115,14157,0,11821,11356,13828,13408,14195,14087,10648,14105,11292,14045,14462,14701,14838,12453,11993,11561,12512,14162,14469,14262,14767,14758,0,2984.4,0,2473.5,2902.7,0,0,0,2035.8,2468.6,2730.9,2840.3,2840.7,2487.6,1810.2,2297.6,2282.5,1705.1,2231.3,2195.3,2191.5,1718.6,274.29,258.83
72869,70825,82576,84880,82104,85210,83097,11930,12053,12556,0,12660,10267,10171,12251,12268,12641,11810,12520,8951.7,9700.7,9457.6,12536,11274,12309,13953,14087,14317,14603,14635,0,12211,11738,14288,13849,14684,14560,10992,14576,11648,14502,14938,15197,15332,12862,12388,11929,12917,14625.1,14948,14733,15272,15249,0,3089.5,0,2566.1,3012.1,0,0,0,2107.1,2548.4,2826.1,2940.7,2941.9,2570.6,1875,2386.1,2362,1763.1,2314.7,2270.7,2265.7,1777.8,283.91,266.62
74989,72826,84936,87300,84458,87566,85509,12270,12379,12934,0,13034,10550,10448,12601,12619,13014,12141,12886,9183.1,9967.5,9710.2,12894,11648,12719,14409,14552,14791,15102,15119,0,12613,12132,14761,14305,15178,15052,11347,15058,12010,14963,15428,15700,15843,13276,12791,12305,13334,15101,15453,15215,15776,15752,0,3202,0,2663.4,3124.5,0,0,0,2173.6,2629.5,2921.3,3046.9,3045.3,2652.5,1942,2477.6,2442.5,1822.7,2399,2345.5,2339.7,1839.5,293.1,275.51
77091,74807,87319,89790,86829,90102,87867,12615,12739,13304,0,13414,10837,10729,12955,12976,13393,12479,13257,9418.9,10242,9968.6,13257,11983,13132,14859,15029,15277,15606,15619,0,13024,12532,15247,14770,15684,15552,11709,15551,12392,15455,15924,16185,16358,13701,13208,12689,13762,15582.4,15951,15708,16293,16272,3185.5,3315,0,2765.9,3233.7,0,0,0,2239.1,2712.3,3020.2,3153.1,3151.6,2735.7,2012,2570.6,2525.6,1882.8,0,2422.5,2416.8,1901.3,302.25,284.5
79272,76864,89776,92316,89259,92699,90288,12962,13103,13678,0,13799,11129,11014,13314,13336,13779,12816,13632,9656.8,10225,10188,13624,12333,13560,0,15518,15773,16117,16132,0,13446,12950,15744,15247,16218,16062,12087,16055,0,15956,16434,16691,16889,14138,13645,13084,14210,16070,16460,16218,16823,16802,3280.9,3432.6,0,2872.1,3345.9,0,0,0,2305.5,2796.3,3137,3261.5,3260.5,2821.1,2082.9,2664.9,2610.5,1943.4,0,2501.1,2495.6,1963.8,311.47,293.24
81513,78969,92316,94932,91702,95311,92784,13310,13465,14060,0,14191,11425,11303,13680,13701,14169,13163,14012,9895.5,10486,10375,13996,12712,14002,0,16021,16282,16638,16659,0,13874,13374,16251,15735,16758,16584,12472,16572,0,16462,16957,17226,17437,14585,14065,13489,14664,0,16985,16737,17364,17342,3378.9,3555.8,0,2980.8,3462.8,0,0,0,2372.2,2881.5,3267.3,3372.8,3371.9,2908.5,2154.3,2760.5,2696.7,2004.8,0,2580.8,2575.1,2027.5,320.77,301.74
83771,81086,94859,97546,94210,97951,95368,13663,13827,14451,0,14588,11725,11596,14051,14071,14565,13514,14400,10135,10751,10549,14373,13114,14458,0,16536,16803,17172,17200,0,14313,13806,16770,16236,17301,17118,12862,17102,0,16976,17494,17786,18001,15044,14509,13901,15141,0,17524,17264,17920,17893,3481,3683.8,0,3090.2,3584.5,0,0,0,2439.5,2968.2,3401.2,3486.7,3485.7,2997.7,2226.4,2857.3,2784.2,2066.8,0,2661.7,2655.4,2092.3,330.19,310.02
86098,83209,97469,100230,96785,100630,98019,14021,14193,14849,0,14992,12029,11893,14428,14445,14966,13871,14790,10376,11018,10733,14754,13536,14925,0,17064,17337,17721,17757,0,14768,14246,17305,16750,17851,17667,13258,17644,0,17500,18042,18366,18579,15512,14974,14320,15634,0,18074,17804,18493,18457,3588.4,3815.6,0,3198.9,3710.9,0,0,0,2507.3,3056.5,3529,3602.8,3601.6,3088.7,2299.3,2955.3,2873,2129.6,0,2743.7,2736.6,2158.3,339.73,318.1
88495,85445,100150,102970,99423,103360,100730,14387,14567,15253,0,15403,12338,12194,14809,14836,15378,14234,15191,10620,11289,10949,15145,13972,15399,0,17605,17885,18287,18331,18467,15236,14691,17849,17276,18415,18230,13660,18200,0,18037,18601,18961,19168,15990,15445,14746,16132,18179,18634,18358,19085,19036,3702.7,3950.4,0,3305.4,3842,0,0,0,2575.6,3146.9,3640.7,3720.6,3719.5,3181.2,2373.2,3054.4,2962.9,2193,0,2826.8,2818.9,2225.6,349.42,326.01
90895,87681,102800,105790,102130,106170,103490,14762,14950,15662,15710,15820,12650,12499,15196,15231,15793,14601,15597,10867,11563,11207,15551,14417,15878,0,18161,18447,18872,18922,19047,15714,15158,18408,17817,18998,18809,14081,18770,0,18587,19170,19565,19769,16478,15932,15188,16625,0,19205,18925,19694,19631,3825.1,4087.4,0,3407.9,3977.7,0,0,0,2644.6,3239.5,3726.3,3839.7,3839.2,3275,2448.2,3154.6,3053.9,2257,0,2910.9,2902.2,2294,359.28,333.75
93382,89986,105570,108630,104860,109040,106300,15141,15340,16075,16123,16242,12967,12807,15587,15625,16212,14974,16011,11115,11841,11480,15964,14868,16360,0,18730,19015,19467,19527,19643,16204,15642,18983,18368,19599,19400,14507,19354,0,19145,19756,20175,20384,16977,16425,15642,17133,19305,19791,19507,20290,20241,3956.8,4225.6,0,3505.2,4117.6,4735.7,0,0,2714.1,3334.6,3776.4,3959.8,3960.6,3369.9,2524.5,3255.8,3145.9,2321.7,0,2996.1,2986.8,2363.8,369.32,341.35
95886,92316,108470,111490,107620,112000,109140,15518,15731,16492,16542,16668,13288,13120,15984,16025,16637,15347,16432,11364,12119,11738,16376,15319,16842,0,19315,19585,20063,20141,20265,16705,16139,19562,18931,20217,20003,14945,19951,0,19704,20362,20785,21016,17493,16933,16105,17668,19872,20400,20099,20883,20864,4098.7,4364.4,0,3603,4260.5,4906.2,0,0,2786.1,3430.5,3820.6,4081,4083.5,3466,2602.2,3359,3239.6,2387.5,0,3082.6,3072.6,2434.8,379.55,348.84
98434,94668,111270,114480,110380,115010,112000,15894,16123,16910,16963,17097,13612,13437,16386,16430,17071,15726,16843,11616,12402,11984,16786,15770,17325,0,19908,20154,20660,20760,20904,17221,16642,20168,19510,20844,20622,15397,20557,0,20263,20978,21395,21658,18031,17456,16577,18206,20484.7,21021,20715,21560,21503,4245.9,4503.5,0,3724.2,4401.1,5074.9,0,0,2863.3,3521.2,3980.1,4205.6,4207.1,3563.7,2680.6,3467,3336.4,2455.1,0,3170.9,3159.6,2506.7,389.87,356.26
101005,97023,114181,117533,113130,118020,114860,16269,16516,17329,17385,17526,13941,13757,16794,16840,17509,16130,17268,11868,12686,12228,17195,16222,17807,0,20503,20724,21256,21380,21545,17741,17145,20760,20104,21487,21262,15851,21163,0,20822,21597,22005,22301,18573,17989,17061,18744,21110,21645,21339,22199,22159,4393.9,4642.5,0,3849.6,4543.1,5243.1,0,0,2934.4,3610.4,4169.1,4333.4,4330.8,3662.6,2759.2,3575.9,3432.5,2523,0,3259.5,3246.7,2578.6,400.22,363.68
103750,99540,117200,120600,115880,121030,117720,16644,16908,17747,17807,17955,14275,14082,17208,17233,17932,16498,17704,12122,12974,12472,17605,16673,18289,0,21097,21294,21853,22000,22186,18276,17648,21407,20705,22151,21912,16305,21769,0,21381,22216,22616,22944,19115,18523,17526,19282,21725.1,22268,21982,22892,22824,4541.9,4781.6,0,3974.9,4689.1,5411.4,0,0,3009.2,3699.6,4358.2,4462.9,4454.5,3765,2837.7,3684.7,3531.2,2590.9,0,3348.2,3333.8,2651.4,410.57,371.09
105970,101620,120370,123980,118630,124050,120580,17020,17300,18166,18229,18384,14615,14410,17626,17676,18400,16887,18141,12381,13264,12716,18014,17124,18772,0,21691,21863,22450,22619,22827,18833,18151,22055,21307,22828,22580,16778,22375,0,21940,22835,23226,23587,19656,19106,18063,19819,22361,22891,22662,23599,23491,4689.9,4920.6,0,4100.2,4835.8,5579.6,0,0,3085,3788.9,4547.2,4592.6,4578.3,3867.9,2916.3,3793.6,3631.5,2658.8,0,3436.8,3420.9,2724.4,420.91,378.51
